title,pdf_url,arxiv_url,code_available,code_url
"Generalized Convergence Analysis of Tsetlin Automaton Based Algorithms: A Probabilistic Approach to Concept Learning",,,no,
"Inverse Reinforcement Learning by Estimating Expertise of Demonstrators",,,no,
"Langevin Monte Carlo Beyond Lipschitz Gradient Continuity",,,no,
"Teaching Models to Improve on Tape",,,no,
"Learnability of Parameter-Bounded Bayes Nets",,,no,
"Unsupervised Audio-Visual Segmentation with Modality Alignment",,,no,
"Neural Conjugate Flows: A Physics-Informed Architecture with Flow Structure",,,no,
"Weighted Embeddings for Low-Dimensional Graph Representation",,,no,
"Conditional Feature Importance with Generative Modeling Using Adversarial Random Forests",,,no,
"The Indoor-Training Effect: Unexpected Gains from Distribution Shifts in the Transition Function",,,no,
"Leveraging Constraint Violation Signals for Action Constrained Reinforcement Learning",,,no,
"Generating Counterfactual Explanations Under Temporal Constraints",,,no,
"Accelerated Methods with Compressed Communications for Distributed Optimization Problems Under Data Similarity",,,no,
"Disentangling Long-Short Term State Under Unknown Interventions for Online Time Series Forecasting",,,no,
"ML-GOOD: Towards Multi-Label Graph Out-Of-Distribution Detection",,,no,
"Fairness Shields: Safeguarding against Biased Decision Makers",,,no,
"Neural Reasoning Networks: Efficient Interpretable Neural Networks with Automatic Textual Explanations",,,maybe,
"Batch Ensemble for Variance Dependent Regret in Stochastic Bandits",,,no,
"Flash Diffusion: Accelerating Any Conditional Diffusion Model for Few Steps Image Generation",,,no,
"DiffExp: Efficient Exploration in Reward Fine-tuning for Text-to-Image Diffusion Models",,,no,
"Differentiable Adversarial Attacks for Marked Temporal Point Processes",,,no,
"Global Graph Propagation with Hierarchical Information Transfer for Incomplete Contrastive Multi-view Clustering",,,no,
"Constraint-Adaptive Policy Switching for Offline Safe Reinforcement Learning",,,no,
"Efficient Anomaly Detection of Irregular Sequences in Ct-Echo Model Space",,,no,
"JEN-1 DreamStyler: Customized Musical Concept Learning via Pivotal Parameters Tuning",,,no,
"Pseudo Informative Episode Construction for Few-Shot Class-Incremental Learning",,,no,
"SemStereo: Semantic-Constrained Stereo Matching Network for Remote Sensing",,,no,
"Biased Incomplete Multi-View Learning",,,no,
"FedPop: Federated Population-based Hyperparameter Tuning",,,no,
"Understanding Individual Agent Importance in Multi-Agent System via Counterfactual Reasoning",,,no,
"Cross-View Graph Consistency Learning for Invariant Graph Representations",,,no,
"Error Analysis Affected by Heavy-Tailed Gradients for Non-Convex Pairwise Stochastic Gradient Descent",,,no,
"Semi-Supervised Multimodal Classification Through Learning from Modal and Strategic Complementarities",,,no,
"Integrating Sequence and Image Modeling in Irregular Medical Time Series Through Self-Supervised Learning",,,no,
"Robust Logit Adjustment for Learning with Long-Tailed Noisy Data",,,no,
"Federated Foundation Models on Heterogeneous Time Series",,,no,
"SpotDiff: Spatial Gene Expression Imputation Diffusion with Single-Cell RNA Sequencing Data Integration",,,no,
"Learnware Specification via Label-Aware Neural Embedding",,,no,
"Make Domain Shift a Catastrophic Forgetting Alleviator in Class-Incremental Learning",,,no,
"Smoothness Really Matters: A Simple Yet Effective Approach for Unsupervised Graph Domain Adaptation",,,no,
"Debiased Active Learning with Variational Gradient Rectifier",,,no,
"The Distributional Reward Critic Framework for Reinforcement Learning Under Perturbed Rewards",,,no,
"DualGFL: Federated Learning with a Dual-Level Coalition-Auction Game",,,no,
"Sequence Complementor: Complementing Transformers for Time Series Forecasting with Learnable Sequences",,,no,
"MIETT: Multi-Instance Encrypted Traffic Transformer for Encrypted Traffic Classification",,,no,
"Novelty-Guided Data Reuse for Efficient and Diversified Multi-Agent Reinforcement Learning",,,no,
"Anchor Learning with Potential Cluster Constraints for Multi-view Clustering",,,no,
"Beyond Homophily: Graph Contrastive Learning with Macro-Micro Message Passing",,,no,
"A Pioneering Neural Network Method for Efficient and Robust Fuel Sloshing Simulation in Aircraft",,,no,
"GeCC: Generalized Contrastive Clustering with Domain Shifts Modeling",,,no,
"EditBoard: Towards a Comprehensive Evaluation Benchmark for Text-Based Video Editing Models",,,maybe,
"Attack-inspired Calibration Loss for Calibrating Crack Recognition",,,no,
"Convergence Rate in a Nonlinear Two-Time-Scale Stochastic Approximation with State (Time)-Dependence",,,no,
"Community-Aware Variational Autoencoder for Continuous Dynamic Networks",,,no,
"WatE: A Wasserstein t-distributed Embedding Method for Information-enriched Graph Visualization",,,no,
"GradQ-ViT: Robust and Efficient Gradient Quantization for Vision Transformers",,,no,
"Unveiling the Threat of Fraud Gangs to Graph Neural Networks: Multi-Target Graph Injection Attacks Against GNN-Based Fraud Detectors",,,no,
"MimiQ: Low-Bit Data-Free Quantization of Vision Transformers with Encouraging Inter-Head Attention Similarity",,,no,
"ZeroHAR: Sensor Context Augments Zero-Shot Wearable Action Recognition",,,no,
"Deep Implicit Imitation Reinforcement Learning in Heterogeneous Action Settings",,,no,
"Rethinking the Starting Point: Collaborative Pre-Training for Federated Downstream Tasks",,,no,
"Cross-Validated Off-Policy Evaluation",,,no,
"Generalized Dimension Reduction Using Semi-Relaxed Gromov-Wasserstein Distance",,,no,
"Probabilistic Shielding for Safe Reinforcement Learning",,,no,
"A Similarity Paradigm Through Textual Regularization Without Forgetting",,,no,
"Neural Variable-Order Fractional Differential Equation Networks",,,no,
"Few-Shot Audio-Visual Class-Incremental Learning with Temporal Prompting and Regularization",,,no,
"Synthetic Tabular Data Generation for Imbalanced Classification: The Surprising Effectiveness of an Overlap Class",,,no,
"Creating Coherence in Federated Non-Negative Matrix Factorization",,,no,
"Federated Binary Matrix Factorization Using Proximal Optimization",,,no,
"Skill Disentanglement in Reproducing Kernel Hilbert Space",,,no,
"CAGE: Unsupervised Visual Composition and Animation for Controllable Video Generation",,,no,
"OneBatchPAM: A Fast and Frugal K-Medoids Algorithm",,,no,
"Relational Neurosymbolic Markov Models",,,no,
"Stochastic Online Instrumental Variable Regression: Regrets for Endogeneity and Bandit Feedback",,,no,
"THESAURUS: Contrastive Graph Clustering by Swapping Fused Gromov-Wasserstein Couplings",,,no,
"Asymptotic Unbiased Sample Sampling to Speed Up Sharpness-Aware Minimization",,,no,
"Expected Hypervolume Improvement Is a Particular Hypervolume Improvement",,,no,
"VQ4DiT: Efficient Post-Training Vector Quantization for Diffusion Transformers",,,maybe,
"Learning to Generate Gradients for Test-Time Adaptation via Test-Time Training Layers",,,no,
"Enhancing Online Reinforcement Learning with Meta-Learned Objective from Offline Data",,,no,
"Enhancing Multimodal Affective Analysis with Learned Live Comment Features",,,no,
"The Surprising Effectiveness of Infinite-Width NTKs for Characterizing and Improving Model Training",,,no,
"Attribute Inference Attacks for Federated Regression Tasks",,,no,
"How Does the Smoothness Approximation Method Facilitate Generalization for Federated Adversarial Learning?",,,no,
"Architecture-Aware Learning Curve Extrapolation via Graph Ordinary Differential Equation",,,no,
"Bayesian Low-Rank Learning (Bella): A Practical Approach to Bayesian Neural Networks",,,no,
"Towards Unifying Evaluation of Counterfactual Explanations: Leveraging Large Language Models for Human-Centric Assessments",,,no,
"Combining Priors with Experience: Confidence Calibration Based on Binomial Process Modeling",,,no,
"ParZC: Parametric Zero-Cost Proxies for Efficient NAS",,,no,
"Beyond Mandatory Federations: Balancing Egoism; Utilitarianism and Egalitarianism in Mixed-Motive Games",,,no,
"DCILP: A Distributed Approach for Large-Scale Causal Structure Learning",,,no,
"AtomNet: Designing Tiny Models from Operators Under Extreme MCU Constraints",,,no,
"On the Hardness of Training Deep Neural Networks Discretely",,,no,
"Rebalancing Multi-Label Class-Incremental Learning",,,no,
"Sharper Error Bounds in Late Fusion Multi-view Clustering with Eigenvalue Proportion Optimization",,,no,
"OpenViewer: Openness-Aware Multi-View Learning",,,no,
"MAPF-GPT: Imitation Learning for Multi-Agent Pathfinding at Scale",,,no,
"Orpheus: Engineering Multiagent Systems via Communicating Agents",,,no,
"Intelligent OPC Engineer Assistant for Semiconductor Manufacturing",,,no,
"Contract-based Design and Verification of Multi-Agent Systems with Quantitative Temporal Requirements",,,no,
"Decentralized and Uncoordinated Learning of Stable Matchings: A Game-Theoretic Approach",,,no,
"Optimising Spatial Teamwork Under Uncertainty",,,no,
"Exact Algorithms for Multiagent Path Finding with Communication Constraints on Tree-Like Structures",,,no,
"Solving Multiagent Path Finding on Highly Centralized Networks",,,no,
"Synchronization in Learning in Periodic Zero-Sum Games Triggers Divergence from Nash Equilibrium",,,no,
"CP-Guard: Malicious Agent Detection and Defense in Collaborative Bird’s Eye View Perception",,,no,
"Speedup Techniques for Switchable Temporal Plan Graph Optimization",,,no,
"An Open-Ended Learning Framework for Opponent Modeling",,,no,
"Unsupervised Translation of Emergent Communication",,,no,
"Efficient Communication in Multi-Agent Reinforcement Learning with Implicit Consensus Generation",,,no,
"Learning Joint Behaviors with Large Variations",,,no,
"Responsibility-aware Strategic Reasoning in Probabilistic Multi-Agent Systems",,,no,
"Explaining Decisions of Agents in Mixed-Motive Games",,,no,
"Optimally Solving Simultaneous-Move Dec-POMDPs: The Sequential Central Planning Approach",,,no,
"Anytime Multi-Agent Path Finding with an Adaptive Delay-Based Heuristic",,,no,
"REVECA: Adaptive Planning and Trajectory-Based Validation in Cooperative Language Agents Using Information Relevance and Relative Proximity",,,no,
"CoDe: Communication Delay-Tolerant Multi-Agent Collaboration via Dual Alignment of Intent and Timeliness",,,maybe,
"A Multiagent Path Search Algorithm for Large-Scale Coalition Structure Generation",,,no,
"Windowed MAPF with Completeness Guarantees",,,no,
"SrSv: Integrating Sequential Rollouts with Sequential Value Estimation for Multi-agent Reinforcement Learning",,,no,
"LNS2+RL: Combining Multi-agent Reinforcement Learning with Large Neighborhood Search in Multi-agent Path Finding",,,no,
"CoPEFT: Fast Adaptation Framework for Multi-Agent Collaborative Perception with Parameter-Efficient Fine-Tuning",,,no,
"Multi-Agent Motion Planning for Differential Drive Robots Through Stationary State Search",,,no,
"Learning Verified Safe Neural Network Controllers for Multi-Agent Path Finding",,,no,
"WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration",,,no,
"Concurrent Planning and Execution in Lifelong Multi-Agent Path Finding with Delay Probabilities",,,no,
"Bridging Training and Execution via Dynamic Directed Graph-Based Communication in Cooperative Multi-Agent Systems",,,maybe,
"The Bandit Whisperer: Communication Learning for Restless Bandits",,,no,
"Multilingual Mathematical Reasoning: Advancing Open-Source LLMs in Hindi and English",,,maybe,
"LightPROF: A Lightweight Reasoning Framework for Large Language Model on Knowledge Graph",,,maybe,
"MAGIC: Generating Self-Correction Guideline for In-Context Text-to-SQL",,,no,
"Mitigating Hallucinations in Large Vision-Language Models by Adaptively Constraining Information Flow",,,no,
"Enhancing NLU in Large Language Models Using Adversarial Noisy Instruction Tuning",,,no,
"MP: Endowing Large Language Models with Lateral Thinking",,,no,
"Multilingual LLMs Inherently Reward In-Language Time-Sensitive Semantic Alignment for Low-Resource Languages",,,no,
"Text2midi: Generating Symbolic Music from Captions",,,no,
"Leveraging the Dual Capabilities of LLM: LLM-Enhanced Text Mapping Model for Personality Detection",,,maybe,
"MEDSAGE: Enhancing Robustness of Medical Dialogue Summarization to ASR Errors with LLM-generated Synthetic Dialogues",,,no,
"Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment",,,no,
"Enhancing Multi-Hop Fact Verification with Structured Knowledge-Augmented Large Language Models",,,no,
"SCANS: Mitigating the Exaggerated Safety for LLMs via Safety-Conscious Activation Steering",,,no,
"Sentence-level Aggregation of Lexical Metrics Correlates Stronger with Human Judgements than Corpus-level Aggregation",,,no,
"CSL-L2M: Controllable Song-Level Lyric-to-Melody Generation Based on Conditional Transformer with Fine-Grained Lyric and Musical Controls",,,no,
"XCOT: Cross-lingual Instruction Tuning for Cross-lingual Chain-of-Thought Reasoning",,,no,
"Imitate Before Detect: Aligning Machine Stylistic Preference for Machine-Revised Text Detection",,,maybe,
"Affordances-Oriented Planning Using Foundation Models for Continuous Vision-Language Navigation",,,no,
"Putting People in LLMs’ Shoes: Generating Better Answers via Question Rewriter",,,no,
"Enhancing Uncertainty Modeling with Semantic Graph for Hallucination Detection",,,no,
"Identifying Query-Relevant Neurons in Large Language Models for Long-Form Texts",,,no,
"Towards Efficient Low-Order Hybrid Optimizer for Language Model Fine-Tuning",,,no,
"Practical Offloading for Fine-Tuning LLM on Commodity GPU via Learned Sparse Projectors",,,no,
"Small Language Model Makes an Effective Long Text Extractor",,,no,
"Against All Odds: Overcoming Typology; Script; and Language Confusion in Multilingual Embedding Inversion Attacks",,,no,
"Exploring Conversational Adaptability: Assessing the Proficiency of Large Language Models in Dynamic Alignment with Updated User Intent",,,no,
"Region-Based Optimization in Continual Learning for Audio Deepfake Detection",,,no,
"Attributive Reasoning for Hallucination Diagnosis of Large Language Models",,,no,
"Security Attacks on LLM-based Code Completion Tools",,,maybe,
"CoMT: A Novel Benchmark for Chain of Multi-modal Thought on Large Vision-Language Models",,,no,
